contentid,roomcode,roomtitle,roomcount,available_count,base_person,max_person,offseasonminfee,offseasonmaxfee,peakseasonminfee,peakseasonmaxfee,roombathfacility,roombath,roomhometheater,roomaircondition,roomtv,roompc,roomcable,roominternet,roomrefrigerator,roomtoiletries,roomsofa,roomcook,roomtable,roomhairdryer,roomimg1,roomimg1_alt,roomimg2,roomimg2_alt,roomimg3,roomimg3_alt
496396,58164,특실 매밀리 온돌,4,0,4,9,180000,218000,194000,199000,1,,,1,1,,,,1,1,1,,,1,,,,,,
496396,58166,일반실 트윈,2,2,2,5,90000,119000,99000,127000,1,,,1,1,,,,1,1,1,,,1,,,,,,
496396,58167,일반실 온돌,1,1,2,6,90000,135000,122000,152000,1,,,1,1,,,,1,1,1,,,1,,,,,,
496396,58168,준특실 더블 싱글,4,0,3,8,90000,118000,120000,142000,1,,,1,1,,,,1,1,1,,,1,,,,,,
2038553,50573,스탠다드 더블/트윈룸,19,9,2,3,95000,113000,100000,114000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/58/2038558_image2_1.jpg,베니키아중문호텔_디럭스패밀리(4),,,,
2038553,44567,디럭스 패밀리 트윈룸,12,12,2,3,106000,128000,117000,122000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/65/2038565_image2_1.jpg,베니키아중문호텔_디럭스패밀리(1),http://tong.visitkorea.or.kr/cms/resource/73/2038573_image2_1.jpg,베니키아중문호텔_디럭스패밀리트윈(5),,
2038553,44579,프리미어 패밀리 트윈룸,9,8,3,8,117000,152000,122000,161000,1,,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/71/2038571_image2_1.jpg,copy - 베니키아중문호텔_프리미어패밀리(5),http://tong.visitkorea.or.kr/cms/resource/62/2038562_image2_1.jpg,베니키아중문호텔_프리미어패밀리(1),http://tong.visitkorea.or.kr/cms/resource/59/2038559_image2_1.jpg,베니키아중문호텔_프리미어패밀리(2)
2038553,44580,주니어 스위트룸,5,4,3,6,155000,186000,160000,165000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/55/2038555_image2_1.jpg,베니키아중문호텔_주니어스윗(1),http://tong.visitkorea.or.kr/cms/resource/54/2038554_image2_1.jpg,베니키아중문호텔_주니어스윗(2),http://tong.visitkorea.or.kr/cms/resource/56/2038556_image2_1.jpg,베니키아중문호텔_주니어스윗(3)
1491968,33812,스탠다드,10,6,2,2,55000,65000,68000,80000,1,,,1,1,1,,1,1,1,1,,1,1,,,,,,
1491968,33814,디럭스,17,12,2,6,65000,77000,109000,155000,1,,,1,1,1,,1,1,1,1,,1,1,,,,,,
1491968,33816,프리미어 디럭스,10,4,4,4,90000,95000,101000,127000,1,,,1,1,1,,1,1,1,1,,1,1,,,,,,
1491968,33813,슈페리어,14,12,2,5,60000,70000,102000,141000,1,,,1,1,1,,1,1,1,1,,1,1,,,,,,
1491968,54130,그랜드,17,3,4,9,95000,110000,101000,110000,1,,,1,1,1,,1,1,1,1,,1,1,,,,,,
1491968,54131,프리미어 그랜드,10,7,4,6,99000,125000,145000,165000,1,,,1,1,1,,1,1,1,1,,1,1,,,,,,
1952929,41953,Standard,18,3,2,3,125000,174000,171000,196000,1,1,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/91/1952891_image2_1.jpg,테크노밸리관광호텔_스탠다드1,http://tong.visitkorea.or.kr/cms/resource/11/1952911_image2_1.jpg,테크노밸리관광호텔_스탠다드더블,,
1952929,41954,Superior Double,21,10,2,4,140000,162000,150000,198000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/03/1952903_image2_1.jpg,테크노밸리관광호텔_슈페리어1,http://tong.visitkorea.or.kr/cms/resource/08/1952908_image2_1.jpg,테크노밸리관광호텔_슈페리어더블,,
1952929,41956,Deluxe Twin,9,3,2,7,160000,207000,189000,199000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/04/1952904_image2_1.jpg,테크노밸리관광호텔_디럭스트윈,,,,
1952929,41957,Deluxe Suite,6,6,2,7,200000,247000,238000,248000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/97/1952897_image2_1.JPG,테크노밸리관광호텔_스위트1,http://tong.visitkorea.or.kr/cms/resource/05/1952905_image2_1.jpg,테크노밸리관광호텔_디럭스스위트,,
1952929,41958,Presidential Suite,6,2,2,4,270000,278000,300000,314000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/12/1952912_image2_1.jpg,테크노밸리관광호텔_프레지던트스위트,,,,
1952929,43742,Royal Suite,2,1,2,2,360000,365000,392000,409000,1,1,,1,1,,1,1,1,1,1,,1,1,,,,,,
1952929,43744,Superior Twin,9,2,2,2,150000,175000,187000,219000,1,1,,1,1,,1,1,1,1,,,1,1,,,,,,
1952929,47196,Deluxe Double,3,2,2,3,150000,187000,192000,223000,1,1,,1,1,,1,1,1,1,1,,1,1,,,,,,
1772807,68803,스탠다드,99,60,2,3,23500,51500,71500,87500,1,1,,1,1,,1,1,1,,,,1,1,,,,,,
1962921,42304,스탠다드 더블,35,34,2,2,23000,48000,30000,37000,,1,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/36/1962736_image2_1.jpg,베니키아 프리미어 마리안느호텔_스탠다드 더블(1),http://tong.visitkorea.or.kr/cms/resource/72/1962772_image2_1.jpg,베니키아 프리미어 마리안느호텔_스탠다드 더블(2),,
1962921,42305,스탠다드 트윈,33,14,2,3,93300,134300,110300,117300,,1,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/75/1962775_image2_1.jpg,베니키아 프리미어 마리안느호텔_스탠다드 트윈(1),http://tong.visitkorea.or.kr/cms/resource/40/1962740_image2_1.jpg,베니키아 프리미어 마리안느호텔_스탠다드 트윈(2),,
1962921,42306,슈페리어 더블,15,12,2,4,41000,85000,61000,70000,,1,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/79/1962779_image2_1.jpg,베니키아 프리미어 마리안느호텔_슈페리어 더블(2),http://tong.visitkorea.or.kr/cms/resource/74/1962774_image2_1.jpg,베니키아 프리미어 마리안느호텔_슈페리어 더블(1),,
1962921,42307,슈페리어 트윈,15,4,2,6,53100,82100,59100,102100,,1,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/78/1962778_image2_1.jpg,베니키아 프리미어 마리안느호텔_슈페리어 트윈(2),http://tong.visitkorea.or.kr/cms/resource/80/1962780_image2_1.jpg,베니키아 프리미어 마리안느호텔_슈페리어 트윈(1),,
1962921,42310,European Suite,4,4,2,2,72400,81400,95400,133400,,1,,1,1,,,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/32/1962832_image2_1.jpg,베니키아 프리미어 마리안느호텔_로얄스위트(3),http://tong.visitkorea.or.kr/cms/resource/05/1962805_image2_1.jpg,베니키아 프리미어 마리안느호텔_로얄스위트(1),http://tong.visitkorea.or.kr/cms/resource/30/1962830_image2_1.jpg,베니키아 프리미어 마리안느호텔_로얄스위트(2)
1962921,42308,하이디럭스 트윈,10,3,2,7,75500,96500,105500,142500,,1,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/04/1962804_image2_1.jpg,베니키아 프리미어 마리안느호텔_하이디럭스 트윈(3),http://tong.visitkorea.or.kr/cms/resource/97/1962797_image2_1.jpg,베니키아 프리미어 마리안느호텔_하이디럭스 트윈(2),http://tong.visitkorea.or.kr/cms/resource/98/1962798_image2_1.jpg,베니키아 프리미어 마리안느호텔_하이디럭스 트윈(1)
1962921,42309,디럭스 패밀리,14,11,2,3,80600,113600,91600,124600,,1,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/93/1962793_image2_1.jpg,베니키아 프리미어 마리안느호텔_디럭스 패밀리(3),http://tong.visitkorea.or.kr/cms/resource/92/1962792_image2_1.jpg,베니키아 프리미어 마리안느호텔_디럭스 패밀리(2),http://tong.visitkorea.or.kr/cms/resource/94/1962794_image2_1.jpg,베니키아 프리미어 마리안느호텔_디럭스 패밀리(1)
2392458,45877,스탠다드 트윈,38,36,2,3,32400,60400,41400,84400,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45878,스탠다드 더블,38,7,2,6,58300,82300,98300,108300,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45879,디럭스 트윈,28,12,3,5,33700,73700,62700,97700,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45881,슈페리어 트윈,10,7,3,5,86800,100800,100800,123800,1,1,,1,,,,1,1,1,,,,1,,,,,,
2392458,45883,프리미엄 스탠다드 더블,14,4,2,5,71400,93400,85400,94400,1,1,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45884,프리미엄 디럭스 더블,8,7,2,3,41700,59700,70700,111700,1,1,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45880,디럭스 트리플,12,1,3,5,64400,93400,74400,117400,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45882,슈페리어 더블,17,4,2,6,89600,96600,136600,179600,1,1,,1,1,,,1,1,1,,,1,1,,,,,,
2392458,45885,스위트(오션뷰),4,0,3,5,21000,56000,28000,36000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
2010907,43707,슈페리어 더블,55,48,2,6,89100,138100,101100,120100,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/23/2010823_image2_1.png,베니키아 프리미어 호텔 베르누이_스탠다드 더블 (1),http://tong.visitkorea.or.kr/cms/resource/36/2010836_image2_1.png,베니키아 프리미어 호텔 베르누이_스탠다드 더블 (2),http://tong.visitkorea.or.kr/cms/resource/35/2010835_image2_1.png,베니키아 프리미어 호텔 베르누이_스탠다드 더블 (3)
2010907,43708,슈페리어 트윈,269,55,2,4,83000,93000,96000,122000,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/32/2010832_image2_1.png,베니키아 프리미어 호텔 베르누이_스탠다드 트윈 (3),http://tong.visitkorea.or.kr/cms/resource/33/2010833_image2_1.png,베니키아 프리미어 호텔 베르누이_스탠다드 트윈 (2),http://tong.visitkorea.or.kr/cms/resource/34/2010834_image2_1.png,베니키아 프리미어 호텔 베르누이_스탠다드 트윈 (1)
2010907,43709,디럭스 트윈,70,67,2,7,76700,116700,105700,132700,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/07/2010807_image2_1.png,베니키아 프리미어 호텔 베르누이_디럭스 트윈 (1),http://tong.visitkorea.or.kr/cms/resource/08/2010808_image2_1.png,베니키아 프리미어 호텔 베르누이_디럭스 트윈 (2),http://tong.visitkorea.or.kr/cms/resource/09/2010809_image2_1.png,베니키아 프리미어 호텔 베르누이_디럭스 트윈 (3)
2010907,43710,코지 스위트 ,4,0,2,6,31000,41000,36000,77000,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
2010907,43712,온돌 스위트 ,5,4,2,3,24700,44700,38700,65700,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/30/2010830_image2_1.png,베니키아 프리미어 호텔 베르누이_스위트 온돌 (1),http://tong.visitkorea.or.kr/cms/resource/29/2010829_image2_1.png,베니키아 프리미어 호텔 베르누이_스위트 온돌 (3),http://tong.visitkorea.or.kr/cms/resource/28/2010828_image2_1.png,베니키아 프리미어 호텔 베르누이_스위트 온돌 (2)
2010907,43713,주니어 스위트,1,1,2,7,50600,56600,85600,101600,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/21/2010821_image2_1.png,베니키아 프리미어 호텔 베르누이_주니어 스위트 (1),http://tong.visitkorea.or.kr/cms/resource/20/2010820_image2_1.png,베니키아 프리미어 호텔 베르누이_주니어 스위트 (2),http://tong.visitkorea.or.kr/cms/resource/17/2010817_image2_1.png,베니키아 프리미어 호텔 베르누이_주니어 스위트 (3)
2010907,43714,로얄 스위트,1,0,2,3,79300,104300,88300,125300,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/13/2010813_image2_1.png,베니키아 프리미어 호텔 베르누이_로얄 스위트 (1),http://tong.visitkorea.or.kr/cms/resource/15/2010815_image2_1.png,베니키아 프리미어 호텔 베르누이_로얄 스위트 (2),http://tong.visitkorea.or.kr/cms/resource/18/2010818_image2_1.png,베니키아 프리미어 호텔 베르누이_로얄 스위트 (3)
1742887,36397,스탠다드 더블,29,2,2,3,150000,170000,170000,190000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
1742887,36398,디럭스룸,15,9,2,3,160000,180000,180000,200000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
1742887,36399,트윈룸,12,8,2,6,170000,190000,190000,210000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
1742887,36401,비즈인 스위트룸,4,3,2,4,270000,290000,290000,310000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
1742887,37979,온돌,1,0,2,4,180000,200000,200000,220000,1,,,1,1,,,1,1,,,,,1,,,,,,
1742887,37980,이벤트 스위트,1,0,2,3,320000,340000,340000,360000,1,,,,1,1,,1,1,,,,,1,,,,,,
1742887,58464,패밀리 스위트,2,1,2,6,300000,320000,320000,340000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
1742887,58463,트리플룸,1,0,3,3,180000,200000,200000,220000,1,1,,1,1,,,1,1,1,1,,1,1,,,,,,
1937080,41686,로얄 스위트,2,1,4,5,120000,150000,143000,150000,1,1,,1,1,1,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/58/1937058_image2_1.JPG,베니키아 호텔 산과바다 대포항_로얄스위트1,http://tong.visitkorea.or.kr/cms/resource/50/1937050_image2_1.JPG,베니키아 호텔 산과바다 대포항_로얄스위트2,http://tong.visitkorea.or.kr/cms/resource/47/1937047_image2_1.JPG,베니키아 호텔 산과바다 대포항_로얄스위트3
1937080,41689,디럭스 스위트,1,1,4,7,100000,140000,106000,140000,1,1,,1,1,1,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/52/1937052_image2_1.JPG,베니키아 호텔 산과바다 대포항_디럭스스위트1,http://tong.visitkorea.or.kr/cms/resource/56/1937056_image2_1.JPG,베니키아 호텔 산과바다 대포항_디럭스스위트2,,
1937080,41691,디럭스 트윈,2,0,4,6,90000,120000,106000,120000,1,1,,1,1,1,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/32/1937032_image2_1.JPG,베니키아 호텔 산과바다 대포항_더블트윈1,http://tong.visitkorea.or.kr/cms/resource/34/1937034_image2_1.JPG,베니키아 호텔 산과바다 대포항_더블트윈2,http://tong.visitkorea.or.kr/cms/resource/44/1937044_image2_1.JPG,베니키아 호텔 산과바다 대포항_더블트윈3
1937080,41692,스탠다드 트윈,13,10,3,3,80000,100000,93000,100000,1,1,,1,1,1,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/76/1937076_image2_1.JPG,베니키아 호텔 산과바다 대포항_스탠다드 트윈1,http://tong.visitkorea.or.kr/cms/resource/73/1937073_image2_1.JPG,베니키아 호텔 산과바다 대포항_스탠다드 트윈2,,
1937080,41693,온돌,5,5,4,9,70000,90000,103000,127000,1,1,,1,1,,1,,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/63/1937063_image2_1.JPG,베니키아 호텔 산과바다 대포항_한실1(1),http://tong.visitkorea.or.kr/cms/resource/43/1937043_image2_1.JPG,베니키아 호텔 산과바다 대포항_한실1(2),,
1937080,41695,스탠다드 더블,15,6,2,7,60000,80000,102000,145000,1,1,,1,1,1,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/62/1937062_image2_1.JPG,베니키아 호텔 산과바다 대포항_스탠다드 더블1,http://tong.visitkorea.or.kr/cms/resource/75/1937075_image2_1.JPG,베니키아 호텔 산과바다 대포항_스탠다드 더블2,,
1937080,41687,주니어 스위트,2,2,4,5,120000,150000,141000,150000,1,1,,1,1,1,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/70/1937070_image2_1.JPG,베니키아 호텔 산과바다 대포항_주니어스위트1,http://tong.visitkorea.or.kr/cms/resource/69/1937069_image2_1.JPG,베니키아 호텔 산과바다 대포항_주니어스위트2,http://tong.visitkorea.or.kr/cms/resource/65/1937065_image2_1.JPG,베니키아 호텔 산과바다 대포항_주니어스위트3
1937080,41688,디럭스 온돌,2,0,4,8,120000,150000,161000,179000,1,1,,1,1,,1,,1,1,,,1,1,,,http://tong.visitkorea.or.kr/cms/resource/79/1937079_image2_1.JPG,베니키아 호텔 산과바다 대포항_한실2(3),http://tong.visitkorea.or.kr/cms/resource/38/1937038_image2_1.JPG,베니키아 호텔 산과바다 대포항_한실2(1)
1937080,41694,디럭스 더블,19,5,2,4,70000,90000,98000,116000,1,1,,1,1,1,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/45/1937045_image2_1.JPG,베니키아 호텔 산과바다 대포항_디럭스더블1,http://tong.visitkorea.or.kr/cms/resource/46/1937046_image2_1.JPG,베니키아 호텔 산과바다 대포항_디럭스더블2,,
2710680,59837,더블,4,3,2,2,91000,101000,119000,139000,1,,,1,1,,1,1,1,,1,,1,1,,,,,,
1981890,42906,스탠다드 더블,12,6,2,4,92800,113800,136800,161800,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/59/1981859_image2_1.jpg,베니키아호텔 제주_스탠다드더블(2),http://tong.visitkorea.or.kr/cms/resource/53/1981853_image2_1.jpg,베니키아호텔 제주_스탠다드더블(1),,
1981890,42907,패밀리 트리플,4,0,3,7,91400,137400,135400,154400,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
1981890,42908,패밀리 트윈,11,9,3,3,24400,63400,42400,75400,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
1981890,58458,스탠다드 트윈,16,1,2,4,55900,85900,89900,112900,1,,,1,1,,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/57/1981857_image2_1.jpg,베니키아호텔 제주_스탠다드트윈(1),http://tong.visitkorea.or.kr/cms/resource/64/1981864_image2_1.jpg,베니키아호텔 제주_스탠다드트윈(2),,
1981890,58459,패밀리 디럭스 트윈A,13,10,3,6,73400,86400,114400,144400,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
1981890,58461,스위트,5,3,3,3,69400,114400,109400,147400,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
1981890,58462,패밀리 디럭스 트윈B,6,3,4,9,26900,35900,56900,65900,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
143129,13014,더블,60,14,1,5,65000,105000,105000,128000,1,,,1,1,,,1,1,,,,,1,http://tong.visitkorea.or.kr/cms/resource/97/1337997_image2_1.jpg,경북 포항시_라마다앙코르 포항호텔_더블_1,http://tong.visitkorea.or.kr/cms/resource/98/1337998_image2_1.jpg,경북 포항시_라마다앙코르 포항호텔_더블_2,http://tong.visitkorea.or.kr/cms/resource/99/1337999_image2_1.jpg,경북 포항시_라마다앙코르 포항호텔_더블_3
143129,13015,트윈,30,1,2,7,73000,94000,99000,121000,1,,,1,1,,,1,1,,,,,1,http://tong.visitkorea.or.kr/cms/resource/04/1338004_image2_1.jpg,경북 포항시_라마다앙코르 포항호텔_트윈_3,http://tong.visitkorea.or.kr/cms/resource/03/1338003_image2_1.jpg,경북 포항시_라마다앙코르 포항호텔_트윈_2,http://tong.visitkorea.or.kr/cms/resource/02/1338002_image2_1.jpg,경북 포항시_라마다앙코르 포항호텔_트윈_1
143129,58385,비즈니스 패키지,4,0,2,7,120000,146000,142000,156000,1,,,1,1,,,1,1,,,,,1,,,,,,
143129,58386,디럭스,4,0,2,7,135000,157000,147000,189000,1,,,1,1,,,1,1,,,,,1,,,,,,
1976354,42860,스탠다드 바다(17평형),42,22,2,5,51500,82500,79500,92500,1,,,1,1,,,1,1,1,,1,1,1,http://tong.visitkorea.or.kr/cms/resource/91/1975991_image2_1.jpg,베니키아 홈 더 제주리조트_17평형(3),http://tong.visitkorea.or.kr/cms/resource/96/1975996_image2_1.jpg,베니키아 홈 더 제주리조트_17평형(2),http://tong.visitkorea.or.kr/cms/resource/97/1975997_image2_1.jpg,베니키아 홈 더 제주리조트_17평형(1)
1976354,42861,스위트룸(34평형),9,8,6,9,93300,122300,116300,123300,,,,1,1,,,,1,1,1,1,1,1,http://tong.visitkorea.or.kr/cms/resource/94/1975994_image2_1.jpg,베니키아 홈 더 제주리조트_34평형(2),http://tong.visitkorea.or.kr/cms/resource/95/1975995_image2_1.jpg,베니키아 홈 더 제주리조트_34평형(1),http://tong.visitkorea.or.kr/cms/resource/93/1975993_image2_1.jpg,베니키아 홈 더 제주리조트_34평형(3)
1976354,43564,스탠다드 산 (17평),21,21,2,3,78000,121000,122000,167000,1,,,1,1,,,,1,1,,1,1,1,,,,,,
1815097,38157,스탠다드 트윈,7,6,2,3,150000,162000,158000,181000,1,,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,38158,슈페리어 트윈,9,6,2,7,160000,199000,191000,223000,1,,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,38159,디럭스 더블(오션뷰),7,3,2,4,180000,206000,221000,236000,1,,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,38160,디럭스 트윈(오션뷰),6,1,2,4,200000,212000,207000,243000,1,1,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,38161,디럭패밀리(시티뷰),2,1,18,19,225000,264000,244000,283000,1,,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,38162,스위트 트윈,1,0,17,19,350000,393000,369000,389000,1,1,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,38164,"스위트 패밀리(오션뷰, 테라스)",1,1,20,21,400000,447000,424000,454000,1,1,,1,1,,1,1,1,1,1,,,1,,,,,,
1815097,38165,프리미어 트윈,3,3,1,6,235000,267000,273000,311000,1,1,,1,1,,1,1,1,1,1,,,1,,,,,,
1815097,38166,프리미어 패밀리(오션뷰),3,3,4,8,275000,321000,295000,329000,1,1,,1,1,,,1,1,1,1,,,1,,,,,,
1815097,58010,슈페리어 더블,3,2,2,3,160000,178000,175000,182000,1,,,1,1,,,1,1,1,1,,,1,,,,,,
1135668,27992,13평형,14,8,4,6,190000,218000,202000,242000,1,,,1,1,,,1,1,,,1,,1,http://tong.visitkorea.or.kr/cms/resource/57/1149857_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_13평형02,http://tong.visitkorea.or.kr/cms/resource/56/1149856_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_13평형01,http://tong.visitkorea.or.kr/cms/resource/59/1149859_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_13평형03
1135668,27993,25평형,10,8,5,6,270000,305000,317000,334000,1,,,1,1,,,1,1,,,1,,1,http://tong.visitkorea.or.kr/cms/resource/64/1149864_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_25평형03,http://tong.visitkorea.or.kr/cms/resource/63/1149863_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_25평형02,http://tong.visitkorea.or.kr/cms/resource/61/1149861_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_25평형01
1135668,27994,별관 50평형,14,8,15,15,600000,627000,611000,658000,1,,,1,1,,,1,1,,1,1,,1,,,,,,
1135668,27991,10평형,14,5,2,6,140000,189000,156000,173000,1,,,1,1,,,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/52/1149852_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_10평형02,http://tong.visitkorea.or.kr/cms/resource/50/1149850_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_10평형01,http://tong.visitkorea.or.kr/cms/resource/53/1149853_image2_1.jpg,굿스테이_강원 평창군_베리온리조트_10평형03
1135668,46858,3단지 12평형,12,7,3,7,160000,189000,179000,223000,1,,,1,1,,1,1,1,,1,1,,1,,,,,,
1135668,46859,3단지 15평형,3,1,4,4,200000,235000,207000,236000,1,,,1,1,,1,1,1,,1,1,,1,,,,,,
1135668,46860,3단지 20평형,4,4,4,7,230000,266000,256000,272000,1,,,1,1,,1,1,1,,1,1,,1,,,,,,
2577128,52850,디럭스 트윈,6,4,2,6,56500,93500,101500,149500,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2577128,52851,스탠다드 더블,12,10,2,5,36200,53200,65200,71200,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2577128,52852,퀸 룸,1,0,2,2,48500,60500,65500,82500,1,,,1,1,,1,1,1,1,1,,1,1,,,,,,
2577128,52853,프레지덴셜 스위트,6,3,2,5,50500,96500,55500,103500,1,,,1,1,,1,1,1,1,1,,1,1,,,,,,
2577128,52854,디럭스 킹 룸,14,1,2,6,87800,136800,110800,159800,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2933565,57098,스탠다드,12,5,2,2,50000,55000,63000,94000,1,,,1,1,1,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/38/2933538_image2_1.JPG,베스트세븐호텔_스탠다드 객실 내부사진2,http://tong.visitkorea.or.kr/cms/resource/37/2933537_image2_1.JPG,베스트세븐호텔_스탠다드 객실 내부사진1,http://tong.visitkorea.or.kr/cms/resource/39/2933539_image2_1.JPG,베스트세븐호텔_스탠다드 객실 내부사진3
2933565,57099,디럭스,10,1,2,6,55000,60000,87000,122000,1,,,1,1,1,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/36/2933536_image2_1.JPG,베스트세븐호텔_디럭스 객실 내부사진3,,,,
2933565,57100,트윈,3,0,3,4,60000,70000,67000,70000,1,,,1,1,1,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/41/2933541_image2_1.JPG,베스트세븐호텔_트원 객실내부 사진2,http://tong.visitkorea.or.kr/cms/resource/40/2933540_image2_1.JPG,베스트세븐호텔_트원 객실내부 사진1,,
2933565,57101,1PC 게임룸,10,9,2,5,55000,60000,99000,128000,1,,,1,1,1,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/26/2933526_image2_1.JPG,베스트세븐호텔_1PC 객실내부 사진2,http://tong.visitkorea.or.kr/cms/resource/25/2933525_image2_1.JPG,베스트세븐호텔_1PC 객실내부 사진1,,
2933565,57102,2PC 게임룸,4,2,2,2,65000,70000,109000,124000,1,,,1,1,1,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/29/2933529_image2_1.JPG,베스트세븐호텔_2PC 객실내부 사진3,http://tong.visitkorea.or.kr/cms/resource/28/2933528_image2_1.JPG,베스트세븐호텔_2PC 객실내부 사진2,http://tong.visitkorea.or.kr/cms/resource/27/2933527_image2_1.JPG,베스트세븐호텔_2PC 객실내부 사진1
2933565,57103,3PC 게임룸,3,1,2,5,80000,100000,86000,108000,1,,,1,1,1,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/31/2933531_image2_1.JPG,베스트세븐호텔_3PC 객실내부 사진2,http://tong.visitkorea.or.kr/cms/resource/30/2933530_image2_1.JPG,베스트세븐호텔_3PC 객실내부 사진,http://tong.visitkorea.or.kr/cms/resource/33/2933533_image2_1.JPG,베스트세븐호텔_3PC 객실내부 사진4
1830621,38339,Double,48,24,2,2,198000,209000,240000,274000,1,1,,1,1,,1,1,1,1,,1,1,1,,,,,,
1830621,38341,Deluxe Twin,32,8,2,6,242000,252000,260000,298000,1,,,1,1,1,1,1,1,1,,1,1,1,,,,,,
