contentid,title,class,area,sigungu,addr,tel,firstimage,firstimage2
2358196,동박생이,펜션,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 월정1길 89,010-3697-4191,http://tong.visitkorea.or.kr/cms/resource/88/2358188_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2358188_image2_1.JPG
1365352,동방관광호텔,관광호텔,경상남도,진주시,경상남도 진주시 논개길 103,055-760-1700,,
622333,동방모텔,모텔,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 단종로 3-1,033-373-4921,http://tong.visitkorea.or.kr/cms/resource/10/3342210_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3342210_image3_1.jpg
142719,동서울 관광호텔,관광호텔,서울특별시,광진구,서울특별시 광진구 구의강변로 38,02-455-1100,,
2775490,동아리조트,관광단지,충청남도,태안군,충청남도 태안군 안면읍 밧개길 165-5,,http://tong.visitkorea.or.kr/cms/resource/99/2775599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2775599_image2_1.jpg
3044531,동아호텔,모텔,강원특별자치도,태백시,강원특별자치도 태백시 먹거리길 36 (황지동),033-552-2365,http://tong.visitkorea.or.kr/cms/resource/05/3054205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3054205_image3_1.jpg
2679832,동의본가,한옥,경상남도,산청군,경상남도 산청군 금서면 동의보감로479번길 57,,http://tong.visitkorea.or.kr/cms/resource/17/2679817_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2679817_image3_1.jpg
3102167,동의참누리원 영천한의마을한옥체험관,한옥,경상북도,영천시,경상북도 영천시 천문로 485 (화룡동),054-330-2751,,
1639649,동진캐슬 아모르펜션,펜션,전북특별자치도,부안군,전북특별자치도 부안군 변산면 궁항로 66,063-583-0179,,
2913716,동쪽바다프리미엄하우스,펜션,강원특별자치도,동해시,강원특별자치도 동해시 월소택지길 63-2,,http://tong.visitkorea.or.kr/cms/resource/93/2920793_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2920793_image3_1.jpg
3102081,동파랑,한옥,경상북도,경주시,경상북도 경주시 양정로98번길 16-8 (황오동),0507-1316-4247,,
2576288,동피랑게스트하우스,게스트하우스,경상남도,통영시,경상남도 통영시 중앙시장4길 6-31,055-646-5300,,
2373162,동학사 발리모텔,모텔,충청남도,공주시,충청남도 공주시 반포면 임금봉길 32-23,042-825-1181,http://tong.visitkorea.or.kr/cms/resource/41/2373141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2373141_image2_1.jpg
2913714,동해 글로리아펜션,펜션,강원특별자치도,동해시,강원특별자치도 동해시 망상길 49,,http://tong.visitkorea.or.kr/cms/resource/83/2920783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2920783_image3_1.jpg
3049910,동해 스테이,서비스드레지던스,강원특별자치도,동해시,강원특별자치도 동해시 한섬로 136-4 (천곡동),010-2020-8910,http://tong.visitkorea.or.kr/cms/resource/43/3060143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3060143_image3_1.jpg
2711374,동해망상해변한옥촌,한옥,강원특별자치도,동해시,강원특별자치도 동해시 동해대로 6370,033-539-3600,http://tong.visitkorea.or.kr/cms/resource/65/2741865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2741865_image3_1.jpg
2595489,동해한옥 동안재 ,한옥,강원특별자치도,동해시,강원특별자치도 동해시 천곡1길 74-2,010-2974-3007,http://tong.visitkorea.or.kr/cms/resource/79/2766079_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2766079_image3_1.jpg
2481151,동해현진관광호텔,관광호텔,강원특별자치도,동해시,강원특별자치도 동해시 동굴로 125-3,033-539-2000,,
143005,동화킴스관광호텔,관광호텔,서울특별시,종로구,서울특별시 종로구 평창문화로 136,02-379-0520,http://tong.visitkorea.or.kr/cms/resource/22/1867622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1867622_image3_1.jpg
2628905,두륜산관광펜션,펜션,전라남도,해남군,전라남도 해남군 삼산면 대흥사길 88-56,010-7335-9995,,
2569926,두리 게스트 하우스,게스트하우스,서울특별시,성북구,서울특별시 성북구 회기로 5-8,010-4106-1416,http://tong.visitkorea.or.kr/cms/resource/63/2567963_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/63/2567963_image2_1.JPG
2595647,두바이호텔 ,관광호텔,광주광역시,서구,광주광역시 서구 상무번영로 47,"062-370-0700, 010-5094-1400",http://tong.visitkorea.or.kr/cms/resource/02/2637802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2637802_image3_1.jpg
2800349,두산민박,펜션,강원특별자치도,평창군,강원특별자치도 평창군 진부면 진부중앙로 127-28,,http://tong.visitkorea.or.kr/cms/resource/42/2800342_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2800342_image2_1.jpg
2950412,두호텔 ,모텔,강원특별자치도,속초시,강원특별자치도 속초시 엑스포로 139,010-4895-3515,http://tong.visitkorea.or.kr/cms/resource/97/2949397_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/97/2949397_image3_1.jpeg
2608495,둥글하우스 ,게스트하우스,서울특별시,관악구,서울특별시 관악구 남부순환로247가길 22,070-4790-8641,,
2800543,둥지민박,펜션,강원특별자치도,평창군,강원특별자치도 평창군 진부면 오대산3길 36,,http://tong.visitkorea.or.kr/cms/resource/96/2800396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2800396_image2_1.jpg
943142,둥지펜션,펜션,경기도,양평군,경기도 양평군 서종면 황순원로 325-16,031-774-9178,http://tong.visitkorea.or.kr/cms/resource/58/1893458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1893458_image3_1.jpg
983626,둥지황토펜션,펜션,경기도,용인시,경기도 용인시 처인구 원삼면 후평로 166,031-333-8886,http://tong.visitkorea.or.kr/cms/resource/43/1786843_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1786843_image3_1.jpg
1873826,듀오텔,모텔,경기도,파주시,경기도 파주시 탄현면 성동로 1,031-945-3086,http://tong.visitkorea.or.kr/cms/resource/53/1873553_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/1873553_image2_1.JPG
142814,드래곤밸리 호텔,관광호텔,강원특별자치도,평창군,강원특별자치도 평창군 대관령면 올림픽로 715,033-330-7111,http://tong.visitkorea.or.kr/cms/resource/58/2763758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2763758_image2_1.jpg
2987248,드레피인풀빌라,펜션,경상남도,통영시,경상남도 통영시 남해안대로 205-39,,http://tong.visitkorea.or.kr/cms/resource/16/2987216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2987216_image3_1.jpg
725256,드림모텔,모텔,전라남도,여수시,전라남도 여수시 둔덕3길 14,061-653-9668,http://tong.visitkorea.or.kr/cms/resource/58/726458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/726458_image3_1.jpg
626425,드림파크모텔,모텔,강원특별자치도,철원군,강원특별자치도 철원군 동송읍 창동로 2407,033-455-9199,http://tong.visitkorea.or.kr/cms/resource/11/3342411_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3342411_image3_1.jpg
1269533,드림하우스,펜션,충청남도,태안군,충청남도 태안군 남면 몽산포길 168,010-4433-1806,,
622580,드림힐펜션,펜션,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 봉래산로 339-2,033-375-1234,http://tong.visitkorea.or.kr/cms/resource/79/597979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/597979_image3_1.jpg
1801311,드어반관광호텔,관광호텔,서울특별시,강서구,서울특별시 강서구 곰달래로24길 35,02-2602-6393,,
139171,들꽃나라펜션,펜션,강원특별자치도,인제군,강원특별자치도 인제군 기린면 방태산길 200,010-9698-2335,http://tong.visitkorea.or.kr/cms/resource/85/1843085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1843085_image3_1.jpg
2592543,등대게스트하우스 ,게스트하우스,전라남도,목포시,전라남도 목포시 노적봉길 6,010-8340-8004,http://tong.visitkorea.or.kr/cms/resource/52/2686452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2686452_image3_1.jpg
2907253,등대비치 레지던스 호텔,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 영랑해안4길 7,"033-633-5050, 010-9514-9414",http://tong.visitkorea.or.kr/cms/resource/97/2950597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2950597_image3_1.jpg
2392995,디 엠프레스 호텔,모텔,대전광역시,서구,대전광역시 서구 한밭대로570번길 29-20,,http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG
2607481,디귿집,한옥,서울특별시,종로구,서울특별시 종로구 북촌로12길 35-3,010-9282-2174,,
3044532,디바인호텔,관광호텔,광주광역시,동구,광주광역시 동구 양림로119번길 5 (학동),062-250-0700,http://tong.visitkorea.or.kr/cms/resource/98/3054398_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3054398_image3_1.jpg
3103189,디비하우스,펜션,서울특별시,은평구,서울특별시 은평구 서오릉로 100 (대조동),010-7532-1711,,
3031466,디아넥스호텔,관광호텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,,http://tong.visitkorea.or.kr/cms/resource/60/3031460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3031460_image3_1.jpg
2621426,디아크리조트,서비스드레지던스,전라남도,여수시,전라남도 여수시 돌산읍 돌산로 3169-30,010-4574-8409,http://tong.visitkorea.or.kr/cms/resource/27/3047527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3047527_image3_1.jpg
970481,디오션리조트,관광단지,전라남도,여수시,전라남도 여수시 소호로 295,1588-0377,http://tong.visitkorea.or.kr/cms/resource/78/1972178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1972178_image3_1.jpg
2504658,딜라이트 호텔 ,관광호텔,서울특별시,송파구,서울특별시 송파구 오금로11길 21-9,02-414-1263,http://tong.visitkorea.or.kr/cms/resource/76/2505376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2505376_image2_1.jpg
2569638,땅끝방갈로펜션,펜션,전라남도,해남군,전라남도 해남군 송지면 갈산길 50,010-6622-3127,http://tong.visitkorea.or.kr/cms/resource/54/2567854_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/54/2567854_image2_1.PNG
3310791,또 다른 이야기,서비스드레지던스,전라남도,보성군,전라남도 보성군 웅치면 대산길 8,010-5405-6277,http://tong.visitkorea.or.kr/cms/resource/74/3310774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3310774_image3_1.jpg
2913798,또바기콘도펜션,펜션,강원특별자치도,정선군,강원특별자치도 정선군 남면 덕만길 5-19,,http://tong.visitkorea.or.kr/cms/resource/20/2921020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2921020_image3_1.jpg
2700606,또아리하우스,펜션,강원특별자치도,원주시,강원특별자치도 원주시 판부면 치악로 966,,,
2569656,똘랑,게스트하우스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 서학로 63-17,010-3041-8677,http://tong.visitkorea.or.kr/cms/resource/64/2567864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2567864_image2_1.jpg
1270819,뜨락펜션,펜션,충청남도,태안군,충청남도 태안군 고남면 안면대로 4199-57,010-2905-0652,,
2570244,뜨레가,게스트하우스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 전주천동로 58-10,010-3457-0061,http://tong.visitkorea.or.kr/cms/resource/84/2568084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2568084_image2_1.jpg
2576343,뜰안채,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 어진길 94-5,010-3166-9568,http://tong.visitkorea.or.kr/cms/resource/85/2575985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2575985_image2_1.jpg
2697656,뜰애펜션,게스트하우스,전라남도,순천시,전라남도 순천시 순천만길 574-1,,,
397744,뜰이야기 펜션,펜션,충청북도,충주시,충청북도 충주시 중앙탑면 수룡봉황길 526,043-842-5561,,
2847311,라까사호텔 광명,관광호텔,경기도,광명시,경기도 광명시 일직로12번길 22 라까사웍스,,,
2950198,라담,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 은행로 83-9,0504-0904-2593,,
2621281,라떼르,게스트하우스,전라남도,나주시,전라남도 나주시 나주천1길 87,010-2682-0916,,
3049322,라라게스트하우스,게스트하우스,서울특별시,마포구,서울특별시 마포구 독막로9길 37-4 (서교동),010-2177-1078,,
2593672,라르고빌리조트 ,관광호텔,인천광역시,강화군,인천광역시 강화군 해안남로2845번길 27 라르고빌리조트,032-555-8868,http://tong.visitkorea.or.kr/cms/resource/38/2594738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2594738_image2_1.jpg
1747883,라르고빌리조트 ,펜션,인천광역시,강화군,인천광역시 강화군 화도면 해안남로2845번길 27,032-555-8868,http://tong.visitkorea.or.kr/cms/resource/20/2594720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2594720_image2_1.jpg
2569565,라마다 군산호텔,관광호텔,전북특별자치도,군산시,전북특별자치도 군산시 대학로 400,,,
2772398,라마다 바이 윈덤 구미 호텔,관광호텔,경상북도,구미시,경상북도 구미시 인동중앙로3길 41 라마다 구미 호텔,054-479-9080,http://tong.visitkorea.or.kr/cms/resource/03/2811903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2811903_image2_1.jpg
3049260,라마다 스위츠 거제,관광호텔,경상남도,거제시,경상남도 거제시 일운면 거제대로 2631,055-736-3666,http://tong.visitkorea.or.kr/cms/resource/10/3058010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3058010_image3_1.jpg
2832276,라마다 앙코르 바이윈덤 부산역 호텔,모텔,부산광역시,동구,부산광역시 동구 중앙대로196번길 10 부산역라마다앙코르호텔,,http://tong.visitkorea.or.kr/cms/resource/86/2832286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2832286_image3_1.jpg
2502361,라마다 앙코르 바이윈덤 부산해운대,모텔,부산광역시,해운대구,부산광역시 해운대구 구남로 9,051-610-3000,http://tong.visitkorea.or.kr/cms/resource/51/2502351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2502351_image2_1.jpg
2708334,라마다 호텔앤스위트 서울남대문,관광호텔,서울특별시,중구,서울특별시 중구 칠패로 27,070-7730-9502,http://tong.visitkorea.or.kr/cms/resource/55/2707755_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2707755_image3_1.jpg
2907277,라마다속초호텔,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 대포항희망길 106 속초라마다해양호텔,,http://tong.visitkorea.or.kr/cms/resource/63/2907263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2907263_image3_1.jpg
142801,라마다송도호텔,관광호텔,인천광역시,연수구,인천광역시 연수구 능허대로267번길 29,032-832-2000,http://tong.visitkorea.or.kr/cms/resource/75/1577575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1577575_image3_1.jpg
2874683,라마다앙코르 바이윈덤 김포한강호텔,관광호텔,경기도,김포시,경기도 김포시 아라육로152번길 169,,http://tong.visitkorea.or.kr/cms/resource/76/2874676_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2874676_image3_1.jpg
3079939,라마다제주함덕호텔,관광호텔,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 신북로 470,,,
701870,라마다프라자 광주호텔,관광호텔,광주광역시,서구,광주광역시 서구 상무자유로 149,062-717-7000,http://tong.visitkorea.or.kr/cms/resource/94/1587894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1587894_image3_1.jpg
2708659,라마다프라자 바이윈덤 여수 ,관광호텔,전라남도,여수시,전라남도 여수시 돌산읍 강남로 11,061-642-0000,http://tong.visitkorea.or.kr/cms/resource/05/2709005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2709005_image3_1.jpg
971242,라마다프라자 수원호텔,관광호텔,경기도,수원시,경기도 수원시 팔달구 중부대로 150,031-230-0001,http://tong.visitkorea.or.kr/cms/resource/82/2431282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2431282_image2_1.jpg
143088,라마다프라자 제주호텔,관광호텔,제주특별자치도,제주시,제주특별자치도 제주시 탑동로 66,064-729-8100,,
1503517,라마다호텔 동대문,관광호텔,서울특별시,중구,서울특별시 중구 동호로 354,02-2276-3500,,
2757631,라마다호텔&스위트평창,관광호텔,강원특별자치도,평창군,강원특별자치도 평창군 대관령면 오목길 107,033-333-1000,http://tong.visitkorea.or.kr/cms/resource/65/2762765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2762765_image2_1.jpg
1640008,라메르펜션,펜션,전북특별자치도,부안군,전북특별자치도 부안군 격포로 212,070-4364-9419,,
2700939,라메르펜션리조트,펜션,경상북도,포항시,경상북도 포항시 남구 호미곶면 일출로568번길 19-16,,,
142861,라메르호텔,관광호텔,부산광역시,동구,부산광역시 동구 조방로34번길 9,051-634-3001,,
2630285,라모스펜션,게스트하우스,충청남도,태안군,충청남도 태안군 태안읍 안도내길 28-14,,,
3084396,라바호텔,모텔,서울특별시,서초구,서울특별시 서초구 효령로53길 40 (서초동),,http://tong.visitkorea.or.kr/cms/resource/61/3084361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3084361_image3_1.jpg
2708673,라발스호텔 ,관광호텔,부산광역시,영도구,부산광역시 영도구 봉래나루로 82,051-790-1500,http://tong.visitkorea.or.kr/cms/resource/51/2709251_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2709251_image3_1.jpg
2576326,라베르 관광호텔,관광호텔,경상남도,통영시,경상남도 통영시 도남로 257-21,"055-646-8807, 010-5343-5598",,
139835,라벤다모텔,모텔,강원특별자치도,삼척시,강원특별자치도 삼척시 대학로 49-9,033-574-2543<br />033-574-2539,http://tong.visitkorea.or.kr/cms/resource/48/3071048_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3071048_image3_1.jpg
973052,라비돌 호텔&리조트,관광단지,경기도,화성시,경기도 화성시 정남면 세자로 286,031-352-7150,http://tong.visitkorea.or.kr/cms/resource/11/3098311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3098311_image3_1.jpg
2708705,라비드아틀란호텔2 ,관광호텔,부산광역시,해운대구,부산광역시 해운대구 구남로 37,051-742-0700,http://tong.visitkorea.or.kr/cms/resource/53/2709453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2709453_image3_1.jpg
2913634,라비앙펜션,펜션,강원특별자치도,평창군,강원특별자치도 평창군 봉평면 봉평북로 250-60,,http://tong.visitkorea.or.kr/cms/resource/20/2920320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2920320_image3_1.jpg
1638588,라비치펜션,펜션,전북특별자치도,부안군,전북특별자치도 부안군 변산면 고사길 90,063-584-5939,,
1161581,라비치호텔,모텔,전북특별자치도,군산시,전북특별자치도 군산시 비응남로 36,063-442-2700,,
3102030,라연재,한옥,경상북도,경주시,경상북도 경주시 천원2길 35-11 (교동),010-7160-9365,,
3101934,라온 on 37,게스트하우스,경상남도,통영시,경상남도 통영시 남포2길 37 (도남동),055-646-2730,,
2585795,라온스테이 인 페를라 호텔,서비스드레지던스,경상남도,진주시,경상남도 진주시 영천강로 164,0507-1319-1001,http://tong.visitkorea.or.kr/cms/resource/34/2585934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2585934_image2_1.jpg
2574250,라온한옥꿀잠,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 한지길 99-6,010-7571-8888,http://tong.visitkorea.or.kr/cms/resource/30/2573630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2573630_image2_1.jpg
3074697,라온호텔,모텔,부산광역시,해운대구,부산광역시 해운대구 송정광어골로 39 (송정동),,,
984611,라온호텔 앤 리조트,모텔,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 금능남로 127,064-796-7740,,
137826,라운지하우스 제주다,펜션,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 사계남로50번길 60,064-792-5670,http://tong.visitkorea.or.kr/cms/resource/49/1933549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1933549_image3_1.jpg
2445661,라이브풍경펜션,펜션,전북특별자치도,무주군,전북특별자치도 무주군 부남면 굴암로 48,010-7721-9800,http://tong.visitkorea.or.kr/cms/resource/48/2445648_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2445648_image2_1.jpg
2905416,라이즈오토그래프컬렉션,관광호텔,서울특별시,마포구,서울특별시 마포구 양화로 130 라이즈호텔,,http://tong.visitkorea.or.kr/cms/resource/98/2905398_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2905398_image3_1.jpg
2531431,라이크유,게스트하우스,서울특별시,마포구,서울특별시 마포구 와우산로35길 53,010-4244-0608,http://tong.visitkorea.or.kr/cms/resource/96/2557396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2557396_image3_1.jpg
3044318,라이크호텔,관광호텔,광주광역시,동구,광주광역시 동구 무등로321번길 20-5 (계림동),010-4092-3652,,
1746368,라이트하우스호텔,모텔,경상남도,거제시,경상남도 거제시 장승포로 101,055-681-6362,http://tong.visitkorea.or.kr/cms/resource/88/1744188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1744188_image3_1.jpg
509241,라이프스타일 F호텔,모텔,서울특별시,영등포구,서울특별시 영등포구 경인로108길 8,02-2675-1984,http://tong.visitkorea.or.kr/cms/resource/60/1874260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1874260_image3_1.jpg
2911299,라이프위드도그,펜션,강원특별자치도,인제군,강원특별자치도 인제군 인제읍 자작나무숲길 1112,,http://tong.visitkorea.or.kr/cms/resource/46/2921246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2921246_image3_1.jpg
3049881,라인69모텔,모텔,경상남도,거제시,경상남도 거제시 서문로 80-1 (고현동),010-2425-4533,http://tong.visitkorea.or.kr/cms/resource/21/3059921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3059921_image3_1.jpg
2918445,라인플러스호텔,관광호텔,경기도,김포시,경기도 김포시 김포대로 2337-1 라인플러스관광호텔,,http://tong.visitkorea.or.kr/cms/resource/25/2877425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2877425_image3_1.jpg
496419,라인호텔 ,관광호텔,경기도,김포시,경기도 김포시 통진읍 김포대로 2337,031-988-2234,http://tong.visitkorea.or.kr/cms/resource/54/2691754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2691754_image3_1.jpg
2015575,라임미니호텔,모텔,경상북도,영천시,경상북도 영천시 금호읍 금호로 496,054-337-1501,http://tong.visitkorea.or.kr/cms/resource/59/2015559_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/59/2015559_image2_1.jpeg
2399572,라임호텔 ,관광호텔,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 아중4길 13-3,063-241-8300,http://tong.visitkorea.or.kr/cms/resource/15/2399415_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/2399415_image2_1.JPG
136310,라자호텔,모텔,서울특별시,송파구,서울특별시 송파구 오금로11길 11-21,02-425-6700,http://tong.visitkorea.or.kr/cms/resource/72/1920672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1920672_image3_1.jpg
1798704,라카이 샌드파인,콘도미니엄,강원특별자치도,강릉시,강원특별자치도 강릉시 해안로 536,1644-3001,,
2621530,라테라스 코브 스위트,게스트하우스,전라남도,여수시,전라남도 여수시 돌산읍 진모1길 29-12,061-643-3500,http://tong.visitkorea.or.kr/cms/resource/22/2621522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2621522_image2_1.jpg
3091337,라트리호텔,관광호텔,경기도,의정부시,경기도 의정부시 청사로6번길 19-13 (신곡동),,http://tong.visitkorea.or.kr/cms/resource/30/3091330_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3091330_image3_1.JPG
2618553,라포레98,펜션,강원특별자치도,화천군,강원특별자치도 화천군 화천읍 산수화로 119-11,010-5371-2005,,
2618554,라포레98 B,펜션,강원특별자치도,화천군,강원특별자치도 화천군 화천읍 산수화로 119-11,010-5371-2005,,
3337718,라한셀렉트 경주,관광호텔,경상북도,경주시,경상북도 경주시 보문로 338 (신평동),,http://tong.visitkorea.or.kr/cms/resource/06/3337706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3337706_image3_1.jpg
2010024,라한호텔,관광호텔,경상북도,포항시,경상북도 포항시 북구 삼호로265번길 1,"054-230-7000, 7003",http://tong.visitkorea.or.kr/cms/resource/99/2009999_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2009999_image2_1.jpg
2945609,라한호텔 전주,관광호텔,전북특별자치도,전주시,전북특별자치도 전주시 완산구 풍남동3가 26-5 라한호텔 전주,,http://tong.visitkorea.or.kr/cms/resource/68/3347368_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/68/3347368_image3_1.jpeg
935073,라헨느리조트,관광단지,제주특별자치도,제주시,제주특별자치도 제주시 명림로 384,064-754-9000,http://tong.visitkorea.or.kr/cms/resource/97/1994497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1994497_image2_1.jpg
2700971,락고재 서울 북촌 한옥호텔,관광호텔,서울특별시,종로구,서울특별시 종로구 계동길 49-23,02-742-3410,http://tong.visitkorea.or.kr/cms/resource/40/2698240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2698240_image3_1.jpg
1871262,락고재 안동,한옥,경상북도,안동시,경상북도 안동시 하회강변길 51,054-857-3410,http://tong.visitkorea.or.kr/cms/resource/84/2573784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2573784_image3_1.jpg
2950473,락이당,한옥,서울특별시,종로구,서울특별시 종로구 계동길 121 121북촌,0507-1358-3701,http://tong.visitkorea.or.kr/cms/resource/46/2966346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2966346_image3_1.jpg
2913794,락있수다펜션,펜션,강원특별자치도,정선군,강원특별자치도 정선군 화암면 소금강로 2188,,http://tong.visitkorea.or.kr/cms/resource/90/2920990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2920990_image3_1.jpg
2604344,락희원,한옥,경상북도,경주시,경상북도 경주시 포석로1050번길 43,010-4145-6295,,
2991679,람사르 운곡습지 유스호스텔,유스호스텔,전북특별자치도,고창군,전북특별자치도 고창군 운곡로 91 고창군 람사르 운곡습지 유스호스텔,,,
2047441,랑 스튜디오,한옥,경상북도,고령군,경상북도 고령군 쌍림면 개실1길 37,010-3207-4022,http://tong.visitkorea.or.kr/cms/resource/34/2629334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2629334_image3_1.jpg
2578629,래디언스관광호텔,관광호텔,경상남도,거제시,경상남도 거제시 옥포대첩로 425,055-688-3801,,
